id	name	content	dialogueType	flagType	nextList	affectValue	extraFavorEffectList
1377	小淼	最终还是让蝴蝶回到星星上了。	STANDARD	NONE	1378	0	*
1378	小淼	毕竟如果不回去。	STANDARD	NONE	1379	0	*
1379	小淼	那之前付出的一切都前功尽弃了。	STANDARD	NONE	1380	0	*
1380	小淼	这也是我很头疼的问题呢。	STANDARD	NONE	1381	0	*
1381	小淼	对于自己的兔生。对于这个咯牙计划。	STANDARD	NONE	1382;1383	0	*
1382	玩家	咯牙计划是什么？	SELECT	NONE	1384	0	*
1383	玩家	沉没成本不应该作为考量。	SELECT	NONE	1391	0	*
1384	小淼	啊。	STANDARD	NONE	1385	0	*
1385	小淼	那可能是不能说的事。	STANDARD	NONE	1386	0	*
1386	小淼	但是我已经说了。	STANDARD	NONE	1387	0	*
1387	小淼	怎么办。	STANDARD	NONE	1388	0	*
1388	小淼	总之……	STANDARD	NONE	1389	0	*
1389	小淼	你没有听清楚。	STANDARD	NONE	1390	0	*
1390	小淼	我知道得也不多......	STANDARD	END	0	0	*
1391	小淼	嗯。	STANDARD	NONE	1392	0	*
1392	小淼	我知道。	STANDARD	NONE	1393	0	*
1393	小淼	最后一页需要为已经画好的页数负责。	STANDARD	NONE	1394	0	*
1394	小淼	但是兔生不是这样的。	STANDARD	NONE	1395	0	*
1395	小淼	谢谢你，按键员。	STANDARD	END	0	0	*
1396	阿莉	九楼。	STANDARD	BEGIN	1397	0	*
1397	阿莉	今天学了一个脑筋急转弯。	STANDARD	NONE	1398	0	*
1398	阿莉	怎么把大象装进冰箱？	STANDARD	NONE	1399	0	*
1399	阿莉	答案是：	STANDARD	NONE	1400	0	*
1400	阿莉	打开冰箱门。	STANDARD	NONE	1401	0	*
1401	阿莉	把大象放进去。	STANDARD	NONE	1402	0	*
1402	阿莉	关上冰箱门。	STANDARD	NONE	1403	0	*
1403	阿莉	阿莉觉得地球人很有想象力呢。	STANDARD	NONE	1404	0	*
1404	阿莉	能把这么复杂的事情。	STANDARD	NONE	1405	0	*
1405	阿莉	简化成这三步骤。	STANDARD	NONE	1406;1407	0	*
1406	玩家	听起来很简单。	SELECT	NONE	1408	0	*
1407	玩家	大象为什么一定要进去？	SELECT	NONE	1418	0	*
1408	阿莉	对呀。阿莉也觉得很简单。	STANDARD	NONE	1409	0	*
1409	阿莉	打开门。	STANDARD	NONE	1410	0	*
1410	阿莉	进去。	STANDARD	NONE	1411	0	*
1411	阿莉	关上门。	STANDARD	NONE	1412	0	*
1412	阿莉	如果这样说，	STANDARD	NONE	1413	0	*
1413	阿莉	离开一个地方也很简单呢。	STANDARD	NONE	1414	0	*
1414	阿莉	打开门。	STANDARD	NONE	1415	0	*
1415	阿莉	走进去。	STANDARD	NONE	1416	0	*
1416	阿莉	关上门。	STANDARD	NONE	1417	0	*
1417	阿莉	阿莉觉得是这样的！	STANDARD	END	0	0	*
1418	阿莉	嗯。	STANDARD	NONE	1419	0	*
1419	阿莉	阿莉也觉得这个问题很重要。	STANDARD	NONE	1420	0	*
1420	阿莉	脑筋急转弯没有说。	STANDARD	NONE	1421	0	*
1421	阿莉	它只问怎么装进去。	STANDARD	NONE	1422	0	*
1422	阿莉	不问为什么。	STANDARD	NONE	1423	0	*
1423	阿莉	也不问大象愿不愿意。	STANDARD	NONE	1424	0	*
1424	阿莉	脑筋急转弯真坏。	STANDARD	END	0	0	*
1425	考考	晚上好。	STANDARD	BEGIN	1426	0	*
1426	考考	我要去x层（那拉层）。	STANDARD	NONE	1427	0	*
1427	考考	今天的按键员看着很精神呢。	STANDARD	END	0	0	*
1428	考考	晚上好。	STANDARD	BEGIN	1429	0	*
1429	考考	我要去x层（那拉层）。	STANDARD	NONE	1430	0	*
1430	考考	本来想用员工价把今天的面包买下。	STANDARD	NONE	1431	0	*
1431	考考	但是老板听说我是要给一个无家可归的猫。	STANDARD	NONE	1432	0	*
1432	考考	又同意我把面包带走了。	STANDARD	NONE	1433	0	*
1433	考考	嗯，今天除了面包，其实兜里还有一些别的。	STANDARD	NONE	1434	0	*
1434	考考	这些东西对我，只是身外之物了。	STANDARD	NONE	1435;1436	0	*
1435	玩家	你是要去找那拉吗？。	SELECT	NONE	1437	0	*
1436	玩家	发生什么了？	SELECT	NONE	1449	0	*
1437	考考	嗯...我想把这些东西给她。	STANDARD	NONE	1438	0	*
1438	考考	你想问我为什么对她这么好吧？	STANDARD	NONE	1439	0	*
1439	考考	所有人都说我人好。	STANDARD	NONE	1440	0	*
1440	考考	但是那拉不说。	STANDARD	NONE	1441	0	*
1441	考考	她说有太多人这样说我了。	STANDARD	NONE	1442	0	*
1442	考考	说我最应该做的事情是厌恶它，骂他。	STANDARD	NONE	1443	0	*
1443	考考	所以我总是很担心那拉。	STANDARD	NONE	1444	0	*
1444	考考	我以前总认为，对一个人好，就是照顾它。	STANDARD	NONE	1445	0	*
1445	考考	让她吃好，睡饱，不要乱跑。	STANDARD	NONE	1446	0	*
1446	考考	最好每天在固定的时间回来。	STANDARD	NONE	1447	0	*
1447	考考	但是我现在，只能看着她离开。	STANDARD	NONE	1448	0	*
1448	考考	只能让她路上别饿。	STANDARD	END	0	0	*
1449	考考	......	STANDARD	NONE	1450	0	*
1450	考考	没什么，可能只是我想多了。9：10（小淼目前在四楼）	STANDARD	NONE	1451	0	*
1451	小淼	我今天不知道该去哪一层了。	STANDARD	NONE	1452	0	*
1452	小淼	如果按故事，我应该回房间。	STANDARD	NONE	1453	0	*
1453	小淼	可是我画到这里，	STANDARD	NONE	1454	0	*
1454	小淼	突然画不下去了。	STANDARD	NONE	1455	0	*
1455	小淼	你可以帮我做选择吗？	STANDARD	NONE	1456	0	*
1456	小淼	嗯，不只是画。	STANDARD	NONE	1457	0	*
1457	小淼	带我去一楼吧。	STANDARD	NONE	1458	0	*
1458	小淼	或者……	STANDARD	NONE	1459	0	*
1459	小淼	就当作我没有来。9:20（那拉目前在六层）	STANDARD	END	0	0	*
1460	那拉	一楼。	STANDARD	BEGIN	1461	0	*
1461	那拉	不用查档案。	STANDARD	NONE	1462	0	*
1462	那拉	我现在要出门。	STANDARD	END	0	0	*
1463	那拉	一楼。	STANDARD	BEGIN	1464	0	*
1464	那拉	是的，一楼。	STANDARD	NONE	1465	0	*
1465	那拉	你可以查档案。	STANDARD	NONE	1466	0	*
1466	那拉	档案肯定不会同意我去一楼的。	STANDARD	NONE	1467	0	*
1467	那拉	但我今天也不是来征求档案意见的。	STANDARD	NONE	1468	0	*
1468	那拉	我是来问你的。	STANDARD	NONE	1469	0	*
1469	那拉	可以吗？	STANDARD	NONE	1470;1471	0	*
1470	玩家	你还会回来吗？	SELECT	NONE	1478	0	*
1471	玩家	现在不允许下楼了。	SELECT	NONE	1472	0	*
1472	那拉	嗯。	STANDARD	NONE	1473	0	*
1473	那拉	我知道。	STANDARD	NONE	1474	0	*
1474	那拉	所以我才问你。	STANDARD	NONE	1475	0	*
1475	那拉	如果允许，我就不用问了。	STANDARD	NONE	1476	0	*
1476	那拉	好吧。	STANDARD	NONE	1477	0	*
1477	那拉	我自有办法。	STANDARD	END	0	0	*
1478	那拉	已经没法回来了。	STANDARD	NONE	1479	0	*
1479	那拉	我也不知道我的未来。	STANDARD	NONE	1480	0	*
1480	那拉	如果我愿意知道。	STANDARD	NONE	1481	0	*
1481	那拉	这件事就简单多了。	STANDARD	NONE	1482	0	*
1482	那拉	日复一日地告诉考考，我会自己吃饭。	STANDARD	NONE	1483	0	*
1483	那拉	和来福说我今天要去听它打鼓。	STANDARD	NONE	1484	0	*
1484	那拉	批评柏南，它的占卜没准过。	STANDARD	NONE	1485	0	*
1485	那拉	可是我什么都说不出来。	STANDARD	NONE	1486	0	*
1486	那拉	我没有《那拉独立生活三年发展纲要》。	STANDARD	NONE	1487	0	*
1487	那拉	我只能说，我不想再被送到那里。	STANDARD	NONE	1488	0	*
1488	那拉	从有意识起，我就知道。	STANDARD	NONE	1489	0	*
1489	那拉	我的一生只为了一个计划。	STANDARD	NONE	1490	0	*
1490	那拉	可是我不想我的喵生，只是一段被早已注定的故事。	STANDARD	NONE	1491;1492	0	*
1491	玩家	刚才有人给你这些。	SELECT	NONE	1493	0	*
1492	玩家	考考刚才托我给你这些。	SELECT	NONE	1517	0	*
1493	那拉	有人？	STANDARD	NONE	1494	0	*
1494	那拉	好模糊的词。	STANDARD	NONE	1495	0	*
1495	那拉	……	STANDARD	NONE	1496	0	*
1496	那拉	但我知道是谁了。	STANDARD	NONE	1497	0	*
1497	那拉	她明知道我要走。	STANDARD	NONE	1498	0	*
1498	那拉	干什么啊。	STANDARD	NONE	1499	0	*
1499	那拉	让我在每次饿的时候都要想起她。	STANDARD	NONE	1500	0	*
1500	那拉	她是不是觉得这样很温柔。	STANDARD	NONE	1501	0	*
1501	那拉	觉得需要对一切负责。	STANDARD	NONE	1502	0	*
1502	那拉	觉得这样我就会更开心。	STANDARD	NONE	1503	0	*
1503	那拉	明明是我自己的选择。	STANDARD	NONE	1504	0	*
1504	那拉	却搞得像我是被丢下的。	STANDARD	NONE	1505	0	*
1505	那拉	……	STANDARD	NONE	1506	0	*
1506	那拉	给我吧。	STANDARD	NONE	1507	0	*
1507	那拉	我会带走。	STANDARD	NONE	1508	0	*
1508	那拉	我会吃。	STANDARD	NONE	1509	0	*
1509	那拉	我会一路吃，一路骂她。	STANDARD	NONE	1510	0	*
1510	那拉	你以后如果见到她……	STANDARD	NONE	1511	0	*
1511	那拉	算了。	STANDARD	NONE	1512	0	*
1512	那拉	其实。	STANDARD	NONE	1513	0	*
1513	那拉	认识你还挺倒霉的。	STANDARD	NONE	1514	0	*
1514	那拉	第一天就被你抓到报假楼层。	STANDARD	NONE	1515	0	*
1515	那拉	后来又被你提醒收面包。	STANDARD	NONE	1516	0	*
1516	那拉	不过有缘再见吧！送我下去了！	STANDARD	END	0	0	*
1517	那拉	……	STANDARD	NONE	1518	0	*
1518	那拉	她是不是有病。	STANDARD	NONE	1519	0	*
1519	那拉	不是。	STANDARD	NONE	1520	0	*
1520	那拉	你别这样看我。	STANDARD	NONE	1521	0	*
1521	那拉	我不是骂她。	STANDARD	NONE	1522	0	*
1522	那拉	我是说她这个人真的很有问题。	STANDARD	NONE	1523	0	*
1523	那拉	她明知道我要走。	STANDARD	NONE	1524	0	*
1524	那拉	干什么啊。	STANDARD	NONE	1525	0	*
1525	那拉	让我在每次饿的时候都要想起她。	STANDARD	NONE	1526	0	*
1526	那拉	她是不是觉得这样很温柔。	STANDARD	NONE	1527	0	*
1527	那拉	觉得需要对一切负责。	STANDARD	NONE	1528	0	*
1528	那拉	觉得这样我就会更开心。	STANDARD	NONE	1529	0	*
1529	那拉	明明是我自己的选择。	STANDARD	NONE	1530	0	*
1530	那拉	却搞得像我是被丢下的。	STANDARD	NONE	1531	0	*
1531	那拉	……	STANDARD	NONE	1532	0	*
1532	那拉	给我吧。	STANDARD	NONE	1533	0	*
1533	那拉	我会带走。	STANDARD	NONE	1534	0	*
1534	那拉	我会吃。	STANDARD	NONE	1535	0	*
1535	那拉	我会一路吃，一路骂她。	STANDARD	NONE	1536	0	*
1536	那拉	你以后如果见到她……	STANDARD	NONE	1537	0	*
1537	那拉	算了。	STANDARD	NONE	1538	0	*
1538	那拉	其实。	STANDARD	NONE	1539	0	*
1539	那拉	认识你还挺倒霉的。	STANDARD	NONE	1540	0	*
1540	那拉	第一天就被你抓到报假楼层。	STANDARD	NONE	1541	0	*
1541	那拉	后来又被你提醒收面包。	STANDARD	NONE	1542	0	*
1542	那拉	不过有缘再见吧！送我下去了！	STANDARD	END	0	0	*
1543	来福	一楼！	STANDARD	BEGIN	1544	0	*
1544	来福	哎。我是不是这样太精神了。	STANDARD	NONE	1545	0	*
1545	来福	我知道我现在就在一楼。	STANDARD	NONE	1546	0	*
1546	来福	回五楼吧。	STANDARD	NONE	1547	0	*
1547	来福	今天有很多好朋友想离开。	STANDARD	NONE	1548	0	*
1548	来福	我刚才想了一下。	STANDARD	NONE	1549	0	*
1549	来福	如果我也说一楼，	STANDARD	NONE	1550	0	*
1550	来福	气氛会不会比较像大家一起出去玩。	STANDARD	NONE	1551	0	*
1551	来福	结果不太像。	STANDARD	NONE	1552	0	*
1552	来福	比较像我脑子没跟上嘴。	STANDARD	END	0	0	*
1553	小维	二楼，谢谢。	STANDARD	BEGIN	1554	0	*
1554	小维	从今天开始不用被叫，那个什么？	STANDARD	NONE	1555	0	*
1555	小维	玛格丽特·伽拉忒...	STANDARD	NONE	1556	0	*
1556	小维	我也忘了。	STANDARD	NONE	1557	0	*
1557	小维	以后也不会有人记得了吧。	STANDARD	END	0	0	*
1558	小维	二楼，谢谢。	STANDARD	END	0	0	*
1559	阿莉	今天学了一个成语。	STANDARD	BEGIN	1560	0	*
1560	阿莉	韬光养晦。	STANDARD	NONE	1561	0	*
1561	阿莉	把光藏起来。	STANDARD	NONE	1562	0	*
1562	阿莉	把声音放小。	STANDARD	NONE	1563	0	*
1563	阿莉	等待着下一个机会。	STANDARD	NONE	1564	0	*
1564	阿莉	阿莉每天都在学习新的词呢。	STANDARD	NONE	1565	0	*
1565	阿莉	送我回九楼吧。	STANDARD	END	0	0	*
1566	阿莉	阿莉今天要去九楼	STANDARD	BEGIN	1567	0	*
1567	阿莉	今天学了一个成语。	STANDARD	NONE	1568	0	*
1568	阿莉	画蛇添足。	STANDARD	NONE	1569	0	*
1569	阿莉	蛇已经画好了。	STANDARD	NONE	1570	0	*
1570	阿莉	可是有人又给它画了脚。	STANDARD	NONE	1571	0	*
1571	阿莉	如果电梯已经知道要去哪，	STANDARD	NONE	1572	0	*
1572	阿莉	还要不要再画一只脚呢？	STANDARD	NONE	1573	0	*
1573	阿莉	不然今天试试吧。	STANDARD	NONE	1574	0	*
1574	阿莉	不要按下那个按键。	STANDARD	NONE	1575	0	*
1575	阿莉	那个确认键。	STANDARD	NONE	1576;1577	0	*
1576	玩家	为什么不能按确认键？	SELECT	NONE	1578	0	*
1577	玩家	你今天很奇怪	SELECT	NONE	1587	0	*
1578	阿莉	你没有想过吗？	STANDARD	NONE	1579	0	*
1579	阿莉	因为确认键不是给电梯的。	STANDARD	NONE	1580	0	*
1580	阿莉	电梯已经知道要去哪。	STANDARD	NONE	1581	0	*
1581	阿莉	你按下楼层的时候，	STANDARD	NONE	1582	0	*
1582	阿莉	它就知道了。	STANDARD	NONE	1583	0	*
1583	阿莉	确认键是给管理员的。	STANDARD	NONE	1584	0	*
1584	阿莉	告诉他们，谁在里面，要去哪。	STANDARD	NONE	1585	0	*
1585	阿莉	有没有去不该去的地方。	STANDARD	NONE	1586	0	*
1586	阿莉	所以不按也没关系的。	STANDARD	END	0	0	*
1587	阿莉	嗯。	STANDARD	NONE	1588	0	*
1588	阿莉	阿莉今天装得不太好。	STANDARD	NONE	1589	0	*
1589	阿莉	但阿莉只想请求你。	STANDARD	NONE	1590	0	*
1590	阿莉	不要按确认键。	STANDARD	NONE	1591	0	*
1591	阿莉	之后阿莉会告诉你为什么。	STANDARD	END	0	0	*
1592	阿莉	……	STANDARD	BEGIN	1593	0	*
1593	阿莉	真的没有按呢。	STANDARD	NONE	1594	0	*
1594	阿莉	谢谢你。	STANDARD	NONE	1595	0	*
1595	阿莉	那阿莉也要停止装笨了。	STANDARD	NONE	1596	0	*
1596	阿莉	虽然装笨很方便。	STANDARD	NONE	1597	0	*
1597	阿莉	我们来自一个叫厄尔庇斯的星球。	STANDARD	NONE	1598	0	*
1598	阿莉	不是来侵略地球的。	STANDARD	NONE	1599	0	*
1599	阿莉	厄尔庇斯还活着。	STANDARD	NONE	1600	0	*
1600	阿莉	海还在。	STANDARD	NONE	1601	0	*
1601	阿莉	风还在。	STANDARD	NONE	1602	0	*
1602	阿莉	白天和黑夜也都还在。	STANDARD	NONE	1603	0	*
1603	阿莉	只是生命快要没有差别了。	STANDARD	NONE	1604	0	*
1604	阿莉	长出来的叶子越来越像。	STANDARD	NONE	1605	0	*
1605	阿莉	出生的孩子越来越像。	STANDARD	NONE	1606	0	*
1606	阿莉	能吃的，不能吃的。	STANDARD	NONE	1607	0	*
1607	阿莉	怕热的，怕冷的。	STANDARD	NONE	1608	0	*
1608	阿莉	会生病的地方。	STANDARD	NONE	1609	0	*
1609	阿莉	都越来越像。	STANDARD	NONE	1610	0	*
1610	阿莉	生命如果只剩下一种答案，	STANDARD	NONE	1611	0	*
1611	阿莉	就很难继续活下去。	STANDARD	NONE	1612	0	*
1612	阿莉	所以我们的长辈来到地球。	STANDARD	NONE	1613	0	*
1613	阿莉	他们在这里看见很多很多答案。	STANDARD	NONE	1614	0	*
1614	阿莉	猫的眼睛。	STANDARD	NONE	1615	0	*
1615	阿莉	狗的耳朵。	STANDARD	NONE	1616	0	*
1616	阿莉	牛的胃。	STANDARD	NONE	1617	0	*
1617	阿莉	鸟的方向感。	STANDARD	NONE	1618	0	*
1618	阿莉	树的记忆。	STANDARD	NONE	1619	0	*
1619	阿莉	贝壳合上的频率。	STANDARD	NONE	1620	0	*
1620	阿莉	他们把这些答案藏进自己的后代里。	STANDARD	NONE	1621	0	*
1621	阿莉	一代一代。	STANDARD	NONE	1622	0	*
1622	阿莉	藏到今天。	STANDARD	NONE	1623	0	*
1623	阿莉	这栋楼不是公寓。	STANDARD	NONE	1624	0	*
1624	阿莉	或者说，不只是公寓。	STANDARD	NONE	1625	0	*
1625	阿莉	被我的先辈叫做诺亚计划。	STANDARD	NONE	1626	0	*
1626	阿莉	在这栋楼里，在建造的时候。	STANDARD	NONE	1627	0	*
1627	阿莉	我的祖辈留了一个夹层。	STANDARD	NONE	1628	0	*
1628	阿莉	只有通过（大狗填）这个数字顺序才能到达。	STANDARD	NONE	1629	0	*
1629	阿莉	管理员好像已经发现了这个夹层。	STANDARD	NONE	1630	0	*
1630	阿莉	一旦按了确认键，这个夹层就会被发现了。	STANDARD	NONE	1631	0	*
1631	阿莉	如果今天再不走，好像就没有机会了。	STANDARD	NONE	1632	0	*
1632	阿莉	阿莉接受了祖辈世代传承的任务。	STANDARD	NONE	1633	0	*
1633	阿莉	这一切不能毁在阿莉手上。	STANDARD	NONE	1634	0	*
1634	阿莉	感谢你，按键员。	STANDARD	NONE	1635	0	*
1635	阿莉	有希望的话。	STANDARD	NONE	1636	0	*
1636	阿莉	我们还会相见。	STANDARD	NONE	1637	0	*
1637	阿莉	在很远很远的未来。	STANDARD	NONE	1638	0	*
1638	阿莉	在我们身体被燃烧后。	STANDARD	NONE	1639	0	*
1639	阿莉	变成碳原子漂浮在宇宙中。	STANDARD	NONE	1640	0	*
1640	阿莉	我们可能还会在茫茫灰海中看见彼此。	STANDARD	NONE	1641	0	*
1641	阿莉	我这个成语说得对吗？	STANDARD	END	0	0	*
1642	阿莉	……	STANDARD	BEGIN	1643	0	*
1643	阿莉	按下去了呢。	STANDARD	NONE	1644	0	*
1644	阿莉	最终还是这个结局吗。	STANDARD	NONE	1645	0	*
1645	阿莉	我们来自一个叫厄尔庇斯的星球。	STANDARD	NONE	1646	0	*
1646	阿莉	不是来侵略地球的。	STANDARD	NONE	1647	0	*
1647	阿莉	厄尔庇斯还活着。	STANDARD	NONE	1648	0	*
1648	阿莉	海还在。	STANDARD	NONE	1649	0	*
1649	阿莉	风还在。	STANDARD	NONE	1650	0	*
1650	阿莉	白天和黑夜也都还在。	STANDARD	NONE	1651	0	*
1651	阿莉	只是生命快要没有差别了。	STANDARD	NONE	1652	0	*
1652	阿莉	长出来的叶子越来越像。	STANDARD	NONE	1653	0	*
1653	阿莉	出生的孩子越来越像。	STANDARD	NONE	1654	0	*
1654	阿莉	能吃的，不能吃的。	STANDARD	NONE	1655	0	*
1655	阿莉	怕热的，怕冷的。	STANDARD	NONE	1656	0	*
1656	阿莉	会生病的地方。	STANDARD	NONE	1657	0	*
1657	阿莉	都越来越像。	STANDARD	NONE	1658	0	*
1658	阿莉	生命如果只剩下一种答案，	STANDARD	NONE	1659	0	*
1659	阿莉	就很难继续活下去。	STANDARD	NONE	1660	0	*
1660	阿莉	所以我们的长辈来到地球。	STANDARD	NONE	1661	0	*
1661	阿莉	他们在这里看见很多很多答案。	STANDARD	NONE	1662	0	*
1662	阿莉	猫的眼睛。	STANDARD	NONE	1663	0	*
1663	阿莉	狗的耳朵。	STANDARD	NONE	1664	0	*
1664	阿莉	牛的胃。	STANDARD	NONE	1665	0	*
1665	阿莉	鸟的方向感。	STANDARD	NONE	1666	0	*
1666	阿莉	树的寿命。	STANDARD	NONE	1667	0	*
1667	阿莉	贝壳合上的频率。	STANDARD	NONE	1668	0	*
1668	阿莉	他们把这些答案藏进自己的后代里。	STANDARD	NONE	1669	0	*
1669	阿莉	一代一代。	STANDARD	NONE	1670	0	*
1670	阿莉	藏到今天。	STANDARD	NONE	1671	0	*
1671	阿莉	明天或许还要再把这个故事讲一遍给管理员吧。	STANDARD	NONE	1672	0	*
1672	阿莉	如果能获得同情的话。	STANDARD	END	0	0	*
